C,H,O,N,F,S,System_Size,a,b,c,density,PLD,LCD,N2_SA,Probe_Accessible,Probe_Occupiable,Rosenbluth_Weight,Sample_Index
-0.10169485,0.029020197,-0.101190296,0.151559362,0.104571367,0.521759816,0,0.174111251,3.51E-17,1.25E-17,1.932844548,0,0.015422183,0.073984638,0.327686038,0,0.041304505,54
-0.252587494,0.029020197,0.637444754,-0.349187428,0.104571367,0.480950097,0,0.159662703,3.21E-17,1.15E-17,-0.365164028,0,0.017138023,0.052101222,0.154255817,0,-0.208446128,55
-0.252587494,0.029020197,0.637444754,-0.349187428,0.104571367,0.480950097,0,0.111557924,2.25E-17,8.00E-18,-1.571810828,0,-0.088049116,-0.032528434,-0.314871618,0,0.515983046,56
-0.252587494,0.029020197,0.637444754,-0.349187428,0.104571367,0.480950097,0,0.117470909,2.37E-17,8.43E-18,-1.827903943,0,-0.030486784,-0.105741055,-0.415099067,0,0.669377239,57
-0.252587494,0.029020197,0.637444754,-0.349187428,0.104571367,0.480950097,0,0.133587432,2.69E-17,9.58E-18,-1.444009012,0,-0.049814178,-0.105741055,-0.297817209,0,0.355501226,58
-0.252587494,0.029020197,0.637444754,-0.349187428,0.104571367,0.480950097,0,0.104547307,2.11E-17,7.50E-18,-1.722501825,0,-0.020255504,-0.105741055,-0.412737688,0,0.642197315,59
-0.740683959,0.029020197,1.895559401,0.517104518,0.104571367,1.183784148,0,0.301151302,6.06E-17,2.16E-17,-4.698515001,0,0.111390525,-0.027631801,-0.25085199,0,0.968901611,60
-0.740683959,0.029020197,1.895559401,0.517104518,0.104571367,1.183784148,0,0.170715171,3.44E-17,1.22E-17,-5.158862596,0,-0.022195075,-0.105741055,-0.467836548,0,1.062211334,61
-0.740683959,0.029020197,1.895559401,0.517104518,0.104571367,1.183784148,0,0.238636758,4.81E-17,1.71E-17,-4.061720252,0,0.120628678,-0.008508237,-0.035966437,0,0.689309184,62
-0.740683959,0.029020197,1.895559401,0.517104518,0.104571367,1.183784148,0,0.309135736,6.22E-17,2.22E-17,-4.530458993,0,0.049580436,-0.022708651,-0.168728451,0,0.895411585,63
-0.740683959,0.029020197,1.895559401,0.517104518,0.104571367,1.183784148,0,0.373685081,7.52E-17,2.68E-17,-5.627135162,0,0.021663594,-0.105741055,-0.584593655,0,1.549108814,64
-0.252587494,0.029020197,-0.912877165,-0.349187428,0.104571367,0.480950097,0,0.080503278,1.62E-17,5.78E-18,0.678741156,0,-0.002033671,-0.105741055,-0.197852134,0,0.165610567,65
-0.252587494,0.029020197,-0.912877165,-0.349187428,0.104571367,0.480950097,0,0.062493562,1.26E-17,4.48E-18,0.577161671,0,0.018097846,-0.105741055,-0.214644168,0,0.29695615,66
-0.252587494,0.029020197,-0.912877165,-0.349187428,0.104571367,0.480950097,0,0.088621135,1.78E-17,6.36E-18,1.071027233,0,0.03581842,0.01613483,0.06032538,0,-0.039369359,67
-0.252587494,0.029020197,-0.912877165,-0.349187428,0.104571367,0.480950097,0,0.071680232,1.44E-17,5.14E-18,0.25223785,0,-0.033981086,-0.105741055,-0.423495084,0,0.463034308,68
-0.252587494,0.029020197,-0.912877165,-0.349187428,0.104571367,0.480950097,0,0.051383811,1.03E-17,3.69E-18,0.282865533,0,-0.061598196,-0.105741055,-0.414049565,0,0.499707162,69
-0.740683959,0.029020197,-0.912877165,0.517104518,0.104571367,1.183784148,0,0.199266076,4.01E-17,1.43E-17,-3.07599368,0,-0.066573221,-0.105741055,-0.824929634,0,1.525520809,70
-0.740683959,0.029020197,-0.912877165,0.517104518,0.104571367,1.183784148,0,0.10322232,2.08E-17,7.41E-18,-2.358550695,0,-0.056004353,-0.105741055,-0.592202545,0,0.933094666,71
-0.740683959,0.029020197,-0.912877165,0.517104518,0.104571367,1.183784148,0,0.137191296,2.76E-17,9.84E-18,-2.592104259,0,-0.050222359,-0.105741055,-0.598237183,0,1.071928759,72
-0.740683959,0.029020197,-0.912877165,0.517104518,0.104571367,1.183784148,0,0.224577452,4.52E-17,1.61E-17,-2.238976864,0,0.009661253,-0.03152554,-0.461801911,0,0.881316509,73
-0.740683959,0.029020197,-0.912877165,0.517104518,0.104571367,1.183784148,0,0.201328985,4.05E-17,1.44E-17,-2.156697015,0,0.018917908,-0.105741055,-0.469148425,0,0.903477368,74
