C,H,O,N,F,S,System_Size,a,b,c,density,PLD,LCD,N2_SA,Probe_Accessible,Probe_Occupiable,Rosenbluth_Weight,Sample_Index
0.039526791,0.004387501,0.013679412,0.001723334,0.05232806,0.055888705,-0.050790669,0.025151577,0.055950928,-0.000193136,-0.725551412,-0.034247466,-0.036342338,-0.108860361,-0.547796344,-0.055513158,0.080870909,57
0.048510554,0.011381002,0.015525465,0.003561253,0.055079251,0.012237189,-0.030441525,0.061079961,0.065781086,0.043612528,-0.695065889,-0.015681973,-0.045401818,-0.219409341,-0.158754909,-0.030052348,0.078964742,58
0.034322831,0.003618537,0.010166136,-0.000828961,0.057792614,0.069227252,-0.053825434,0.029193152,-0.00835734,-0.000770416,-0.668396443,-0.122932623,0.035765588,-0.16327167,-0.324567711,-0.065379558,0.075849116,59
-0.078842586,0.007575308,0.003786288,0.001393185,0.0468968,0.142638624,-0.049577989,0.018869061,0.19910786,0.085551958,-0.840245383,0.123867716,0.142815581,-0.219131489,-0.037065528,-0.017286994,-0.1033605,60
-0.080413932,0.004460583,0.006804482,0.0023074,0.038403514,0.046294643,-0.065738051,-0.010627053,0.131296181,0.014733072,-0.753914341,-0.114842537,-0.038607569,-0.125465975,-0.825774803,-0.059467189,-0.058253035,61
-0.06549532,0.007745803,0.003726248,0.023065941,0.051195448,0.142638624,-0.049919419,0.026244625,0.225655323,0.124151327,-0.841999612,0.017298049,0.221093909,-0.102824479,0.500292888,-0.009763826,0.123417158,62
-0.06549532,0.007745803,0.003726248,0.023241011,0.048097187,0.142638624,-0.052505995,0.024413339,0.226868099,0.117161064,-0.790257355,0.243953106,0.157163733,-0.214801296,0.093825465,-0.015193381,0.120916782,63
-0.076105778,0.004656132,0.007394829,0.002923957,0.033588228,0.068143467,-0.065721165,0.005857386,0.153863483,0.078983369,-0.739525688,-0.075995669,0.090818225,-0.124134058,-0.813559849,-0.153311296,-0.045862476,64
0.035966343,0.005069558,0.052775495,-0.036018775,0.106900039,0.032683058,0.044027097,0.015498993,-0.052649529,-0.011229583,-0.062667559,-0.108660902,0.013480191,-0.167785909,-0.025080863,-0.032896942,-0.004176574,65
0.033299064,0.004610631,0.060043486,-0.000132714,0.095366016,0.029594363,0.049580616,0.030333158,-0.052200608,-0.016745777,-0.042921065,-0.047908374,-0.016875524,-0.15782682,0.007020756,-0.015544404,0.03325419,66
0.021245645,0.005069558,0.053693191,-0.040718057,0.117192759,0.027030459,0.02289053,0.012959212,-0.047968765,-0.113912446,0.326487578,-0.04551217,-0.040714077,-0.152526486,0.346001291,-0.045777616,0.050298711,67
0.037599729,0.01009012,0.05913608,0.001836299,0.085503551,0.064304181,0.048279471,0.014749939,-0.007063941,-0.007664033,-0.04740548,0.003806225,0.003412856,-0.082025218,-0.614590681,-0.032926332,0.115867911,68
0.035244475,0.004657736,0.058513396,0.002339049,0.098904161,0.05773485,0.034943911,0.026145768,-0.038320927,-0.009099515,0.020122778,-0.142408164,-0.062722522,-0.143258154,-0.326907084,-0.036414384,0.092183318,69
-0.07166781,0.002031626,-0.032387095,-0.010219077,0.03973457,0.000768865,-0.0966699,-0.010939098,0.034714303,-0.026044911,-0.863479405,-0.310496445,-0.290359634,-0.137847503,-0.916358346,-0.283827139,-0.053363084,70
-0.051454939,0.004124011,-0.029963041,0.002584131,0.056055374,0.056331048,-0.103895244,0.005968285,-0.037713405,-0.018888656,-0.736926283,-0.088143863,-0.031754251,-0.107562349,-0.832973476,-0.061609954,0.102241423,71
-0.0489117,0.004124011,-0.032387095,0.002584131,0.040028955,0.016451878,-0.127911029,-0.010275897,0.044763102,0.033759908,-0.78196244,-0.101260552,-0.102331718,-0.130409995,-0.860324318,-0.133838994,-0.044068821,72
-0.070523304,0.007549652,-0.030947963,-0.003550837,0.03934218,0.021828872,-0.120171893,0.028611044,0.187438586,0.011721585,-0.789853913,-0.034999934,-0.023591888,-0.157693256,-0.77288559,-0.101956368,0.035520134,73
-0.065462688,0.004736201,-0.018593003,0.003200687,0.03833516,0.038300702,-0.125385154,-0.010630747,0.204808922,0.081440058,-0.695347485,-0.027093395,0.108642022,-0.125132965,-0.78145312,0.129731492,0.277437714,74
